Date,Close,High,Low,Open,Volume
2010-01-04,84.5784912109375,84.62326755347884,83.22022044674857,83.86204126108557,118944600
2010-01-05,84.80235290527344,84.83967030863525,84.22023785338185,84.5262246182069,111579900
2010-01-06,84.8620834350586,85.07104729014362,84.65311957997358,84.72028409317747,116074400
2010-01-07,85.22026824951172,85.32475012433022,84.46650127217667,84.70531779945256,131091100
2010-01-08,85.5038833618164,85.54120076704136,84.82475099864786,84.99639739747477,126402800
2010-01-11,85.62330627441406,85.92182278190536,85.25761387321361,85.88451106538766,106375700
2010-01-12,84.82478332519531,85.23524646991336,84.49640825434984,85.05613538301529,163333500
2010-01-13,85.54124450683594,85.78006121841456,84.60836583756952,85.0412172127911,161822000
2010-01-14,85.77254486083984,85.92926769948805,85.39192899907358,85.44416994528964,115718800
2010-01-15,84.80982208251953,85.70538287296826,84.48144713556457,85.62329483006616,212283100
2010-01-19,85.8696060180664,85.92184699098038,84.77253989303392,84.79493376185906,139172700
2010-01-20,84.99642944335938,85.41435720903283,84.31729682414,85.28748709357322,216490200
2010-01-21,83.36200714111328,85.2800048024012,83.25752522134177,85.0188000029724,344859600
2010-01-22,81.50372314453125,83.39186820260709,81.4141647641998,82.98886403187277,345942400
2010-01-25,81.92166137695312,82.39930043950496,81.65299758916112,82.25003645313285,186937500
2010-01-26,81.57833099365234,82.44404469610377,81.37683180778474,81.60071915943357,211168800
2010-01-27,81.96644592285156,82.15302164113513,80.84699161315025,81.47388329354024,271863600
2010-01-28,81.02606964111328,82.2798581840523,80.53351290665691,82.2350818519663,316104000
2010-01-29,80.14543914794922,81.94403122305579,80.0185690671046,81.37683962879416,310677600
2010-02-01,81.39178466796875,81.39924929052985,80.22755407733993,80.71265205471485,187865000
2010-02-02,82.37689971923828,82.53362262151396,81.25744553683631,81.54104424043473,216327900
2010-02-03,81.96644592285156,82.45154392915661,81.72762923120219,82.00375765020485,172730700
2010-02-04,79.4364242553711,81.36934461611418,79.42149501976719,81.33203291477462,356715700
2010-02-05,79.60065460205078,79.76483642536944,78.04834350472578,79.52601977146084,493585800
2010-02-08,79.02598571777344,80.10066333628377,78.9662801403368,79.66034181998519,224166900
2010-02-09,80.01856231689453,80.71262393345111,79.30957146041727,79.95139212492494,337820500
2010-02-10,79.86184692382812,80.30216274741119,79.19017341054803,79.8916997126225,240511500
2010-02-11,80.69770050048828,80.78725886494672,79.29465362032877,79.75736329594172,223591600
2010-02-12,80.63055419921875,80.67533054463729,79.48871184033827,79.84693399136353,304622100
2010-02-16,81.89926147460938,81.98135523189862,80.46636157365961,81.24251711013359,159317500
2010-02-17,82.28736114501953,82.39930772123174,81.8992804399958,82.29482007461813,168845100
2010-02-18,82.77245330810547,82.94409977812803,82.12316776720176,82.15302056499678,193708600
2010-02-19,82.944091796875,83.26500222499317,82.36197653048356,82.55601685056018,222684900
2010-02-22,82.9590072631836,83.27245301705356,82.71272601635542,83.25006484803964,132346900
2010-02-23,81.95149993896484,82.98886026524254,81.73507146669886,82.73512007324386,207497000
2010-02-24,82.70526885986328,82.83960357990854,81.98881891756787,82.19778277234094,176350700
2010-02-25,82.59331512451172,82.65302070463426,81.30221469392738,81.52610207863066,259634700
2010-02-26,82.64556884765625,82.9291675501193,82.17540014271152,82.6679570202005,173589300
2010-03-01,83.50381469726562,83.58590845572026,82.96647580332188,82.98886397492986,147709700
2010-03-02,83.73516082763672,84.1381649696922,83.5859025648774,83.86203661420367,160992400
2010-03-03,83.80982208251953,84.30984368366802,83.60085247738448,83.95161576870461,150785000
2010-03-04,84.06352233886719,84.18293348496906,83.60827730856826,83.92172302633043,135770400
2010-03-05,85.2650375366211,85.33220201039266,84.4067887552536,84.60829356423767,176118800
2010-03-08,85.27999877929688,85.46657443625973,85.13074053126147,85.27253985258113,114631200
2010-03-09,85.42179107666016,85.81733052588356,84.98147529547539,85.02625162743676,154556700
2010-03-10,85.80242156982422,86.0337735827464,85.38449388355504,85.45912301412629,186088800
2010-03-11,86.16064453125,86.18303839509808,85.33971269912396,85.60091750564074,160791100
2010-03-12,86.16808319091797,86.54869904793094,85.92926662636467,86.53376980986359,162074800
2010-03-15,86.19047546386719,86.25018103131137,85.52626668410052,86.01882907476055,146816800
2010-03-16,86.87710571289062,86.95919377692005,86.19050285674057,86.42931950858116,168673000
2010-03-17,87.39205169677734,87.67565038846406,86.88456559431698,87.13831149246626,177468100
2010-03-18,87.34722900390625,87.51887535836735,86.99646598326596,87.39946994141638,196509100
2010-03-19,86.9051513671875,87.89432763756648,86.56792867576905,86.9051513671875,226641100
2010-03-22,87.3697509765625,87.52712497836629,86.35809445192491,86.41055054676433,184477800
2010-03-23,87.9842300415039,88.0591664904984,87.21236803673527,87.49713454711278,182941600
2010-03-24,87.55706787109375,87.99920257690466,86.6128584564238,87.65449038654017,196072600
2010-03-25,87.41471862792969,88.55376772463777,87.30980643680996,88.14910396576782,223396300
2010-03-26,87.36225128173828,87.99172434739226,87.01753902426803,87.57957099743832,205808500
2010-03-29,87.91679382324219,88.07416210026808,87.44468899216453,87.80438627757077,134513500
2010-03-30,87.97672271728516,88.29895454969666,87.60953016504817,88.02168343711064,145772500
2010-03-31,87.677001953125,88.06667500175536,87.38474573733077,87.6395308619572,161078700
2010-04-01,88.2765121459961,88.61372912424787,87.75194541425459,88.2765121459961,161215200
2010-04-05,88.99588012695312,89.05582585155518,88.36640142171598,88.61369683153357,105847600
2010-04-06,89.20570373535156,89.36307198106803,88.64367183609956,88.74108864041429,110384200
2010-04-07,88.69613647460938,89.44551241257174,88.28397742181619,89.02586371684392,184576300
2010-04-08,89.00337982177734,89.15325844342108,88.12661132497952,88.38889176625004,158704000
2010-04-09,89.58790588378906,89.62537125458762,89.02587386624279,89.19073178887002,133006500
2010-04-12,89.7302474975586,89.96255785950935,89.59535963868761,89.70027178255582,110279000
2010-04-13,89.79773712158203,89.95510541245325,89.17575360245831,89.64036883071081,125043600
2010-04-14,90.81687927246094,90.81687927246094,89.9850714550513,90.12744900730198,161609000
